_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name,_ - subsequent_registrations - _ - data_type,_ - subsequent_registrations - _ - confidence,_ - subsequent_registrations - _ - source_url,_ - subsequent_registrations - _ - start_date,_ - subsequent_registrations - _ - retrieved_at,_ - subsequent_registrations - _ - start_date_type,_ - subsequent_registrations - _ - publication_date,_ - subsequent_registrations - _ - subsequent_registration_start_date,_ - subsequent_registrations - _ - previous_entity - entity_type,_ - subsequent_registrations - _ - previous_entity - entity_properties - company_number,_ - subsequent_registrations - _ - previous_entity - entity_properties - jurisdiction_code,_ - subsequent_registrations - _ - subsequent_entity - entity_type,_ - subsequent_registrations - _ - subsequent_entity - entity_properties - company_number,_ - subsequent_registrations - _ - subsequent_entity - entity_properties - jurisdiction_code,_ - alternate_registrations - _ - data_type,_ - alternate_registrations - _ - confidence,_ - alternate_registrations - _ - source_url,_ - alternate_registrations - _ - start_date,_ - alternate_registrations - _ - sample_date,_ - alternate_registrations - _ - retrieved_at,_ - alternate_registrations - _ - start_date_type,_ - alternate_registrations - _ - alternate_entities - _ - entity_type,_ - alternate_registrations - _ - alternate_entities - _ - entity_properties - company_number,_ - alternate_registrations - _ - alternate_entities - _ - entity_properties - jurisdiction_code
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arie Jan van Dam,person,Geschäftsführer,2010-12-20,,Arie Jan,van Dam,MH Burgum/Niederlande,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arie Jan van Dam,person,Geschäftsführer,2010-12-20,,Arie Jan,van Dam,MH Burgum/Niederlande,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arie Jan van Dam,person,Geschäftsführer,2013-04-16,,Arie Jan,van Dam,Teitytsjen (Niederlande),,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjen van Dam,person,Geschäftsführer,2015-05-05,,Arjen,van Dam,Arendsee (Altmark) OT Kerkau,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winsoftware.de GmbH & Co. KG,2501020,2018-06-23T03:58:12Z,R2507_HRA4062,de/R2507_HRA4062,currently registered,de,Scharnhölzstr.,Scharnhölzstr.,,,Gelsenkirchen,HRA,North Rhine-Westphalia,4062,Gelsenkirchen HRA 4062,Bottrop,,,true,true,true,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Auto Koch GmbH,2501041,2018-06-23T03:59:45Z,D2910V_HRB4063,de/D2910V_HRB4063,currently registered,de,Auerstr.,Auerstr.,,,Traunstein,HRB,Bavaria,4063,Traunstein HRB 4063,Bad Feilnbach,,,true,true,true,true,true,true,true,,,Veronika Koch,person,Geschäftsführer,,2005-02-02,Veronika,Koch,Bad Feilnbach,true,,,Geschäftsführerin,,AVG Allrad-Vertriebs GmbH (Bad Feilnbach),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephanie Koch,person,Prokurist,,2012-12-19,Stephanie,Koch,,true,,,,,Jenbach Automobil Handelsgesellschaft mbH (Bad Feilnbach),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marinus Georg Koch,person,Geschäftsführer,2005-02-02,,Marinus Georg,Koch,Bad Feilnbach,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephanie Höfl-Koch,person,Geschäftsführer,2015-12-15,,Stephanie,Höfl-Koch,Bad Feilnbach,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephanie Koch,person,Geschäftsführer,2012-12-19,,Stephanie,Koch,Bad Feilnbach,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephanie Koch,person,Prokurist,2009-12-15,,Stephanie,Koch,Bad Feilnbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veronika Koch,person,Prokurist,2005-02-02,,Veronika,Koch,Bad Feilnbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Launer Wohnbau GmbH & Co KG,2501138,2018-06-23T03:59:45Z,D3201V_HRA4063,de/D3201V_HRA4063,currently registered,de,Diederstettener Str.,Diederstettener Str.,,,Ansbach,HRA,Bavaria,4063,Ansbach HRA 4063,Dinkelsbühl,,,true,true,true,false,true,true,true,,,"Launer Wohnbau Verwaltungs-GmbH, Dinkelsbühl (Amtsgericht Ansbach HRB 6237).",company,Persönlich haftender Gesellschafter,2016-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wärmetechnik M. Müller e.K.,2501209,2018-06-23T03:59:45Z,D4301V_HRA4063,de/D4301V_HRA4063,currently registered,de,Heinersreuther Str.,Heinersreuther Str.,,,Bayreuth,HRA,Bavaria,4063,Bayreuth HRA 4063,Bayreuth,,,true,true,true,false,true,true,true,,,Moritz Müller,person,Inhaber,2014-04-03,,Moritz,Müller,Bayreuth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bernhard Schmidt GmbH, Tief- und Straßenbau",2501233,2018-06-23T04:01:11Z,R2503_HRB4064,de/R2503_HRB4064,currently registered,de,Forstmannstr.,Forstmannstr.,,,Essen,HRB,North Rhine-Westphalia,4064,Essen HRB 4064,Essen,,,true,true,true,true,true,true,true,,,Bernhard Schmidt,person,Geschäftsführer,,2014-11-04,Bernhard,Schmidt,Weißenbrüchen,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernhard Schmidt,person,Geschäftsführer,2010-01-25,,Bernhard,Schmidt,Weißenbrüchen,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthias Schmidt,person,Geschäftsführer,2010-01-25,,Matthias,Schmidt,Essen,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Rainer Baugesellschaft mbH,2501246,2018-06-23T04:01:11Z,D2910V_HRB4064,de/D2910V_HRB4064,currently registered,de,Herzog-Ludwig-Str.,Herzog-Ludwig-Str.,,,Traunstein,HRB,Bavaria,4064,Traunstein HRB 4064,Trostberg,,,true,true,true,true,true,true,true,,,Martin Rucker,person,Geschäftsführer,,2017-01-17,Martin,Rucker,Stein,true,,,Maurermeister und Bautechniker,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Kronbichler,person,Prokurist,2017-03-01,,Manfred,Kronbichler,Walchsee/Österreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Bodner,person,Geschäftsführer,2017-01-17,,Thomas,Bodner,Kufstein / Österreich,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONDOR Handelsgesellschaft mbH & Co. Kommanditgesellschaft,2501248,2018-06-23T04:01:11Z,H1101_H1102_HRA4064,de/H1101_H1102_HRA4064,currently registered,de,Cherbourger Str.,Cherbourger Str.,,,Bremen,HRA,Bremen,4064,Bremen früher Bremerhaven HRA 4064,Bremerhaven,Bremerhaven,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMAC Grundstücks- und Beteiligungs GmbH,2501301,2018-06-23T04:01:11Z,P3210_HRB4064,de/P3210_HRB4064,currently registered,de,Kleiberstr.,Kleiberstr.,,,Oldenburg (Oldenburg),HRB,Lower Saxony,4064,Oldenburg (Oldenburg) HRB 4064,Oldenburg,,,true,true,true,true,false,true,true,,,Diedrich Stubben,person,Geschäftsführer,,2011-03-09,Diedrich,Stubben,Oldenburg,true,,,Kaufmann,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anne Stubben,person,Geschäftsführer,2011-03-09,,Anne,Stubben,Brühl,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEKRA Lang GmbH & Co. KG,2501334,2018-06-23T04:01:11Z,D3304V_HRA4064,de/D3304V_HRA4064,currently registered,de,Buchheimer Str.,Buchheimer Str.,,,Fürth,HRA,Bavaria,4064,Fürth HRA 4064,Ergersheim,,,true,true,true,true,true,true,true,,,Petra geborene Müller Arztenhofer,person,Prokurist,,2009-04-09,Petra geborene Müller,Arztenhofer,Ergersheim,true,,,,,Lang & Co. Plastics,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erika Lang-Büttner,person,Prokurist,,2012-03-30,Erika,Lang-Büttner,Ergersheim,true,,,,,Lang Plastics GmbH u. Co. KG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Lang,person,Prokurist,,2013-03-05,Michael,Lang,Fürth,true,,,,,MEKRA Rangau Plastics GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josef Galiger,person,Prokurist,,2013-07-17,Josef,Galiger,Nürnberg,true,,,,,Rangau Plastics GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volker Tichy,person,Prokurist,,2015-04-20,Volker,Tichy,Ergersheim,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Kolodziej,person,Prokurist,,2016-12-20,Thomas,Kolodziej,Nürnberg,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrea Link-Schmidt,person,Prokurist,,2017-12-08,Andrea,Link-Schmidt,Ipsheim,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elisabeth Döbler-Scholl,person,Prokurist,2014-01-03,,Elisabeth,Döbler-Scholl,Bad Windsheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefan Doctor Bauer,person,Prokurist,2017-03-14,,Stefan,Doctor Bauer,Gerhardshofen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Volker Tichy,person,Prokurist,2014-01-03,,Volker,Tichy,Ergersheim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solid GmbH,2501373,2018-06-23T04:01:11Z,D3304V_HRB4064,de/D3304V_HRB4064,currently registered,de,Benno-Strauß-Str.,Benno-Strauß-Str.,,,Fürth,HRB,Bavaria,4064,Fürth HRB 4064,Fürth,,,true,true,true,true,true,true,true,,,Martin Reuter,person,Geschäftsführer,,2012-02-03,Martin,Reuter,Schwarzenbruck-Lindelburg,true,,,,,"Gemeinnützige ""Solarenergie- Informations- und Demonstrationszentrum (SOLID)"" GmbH Nürnberg-Fürth-Erlangen- Schwabach",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markus Rützel,person,Geschäftsführer,2012-02-03,,Markus,Rützel,Schwaig,,,,,,"Gemeinnützige ""Solarenergie-Informations- und Demonstrationszentrum (SOLID)"" GmbH Nürnberg-Fürth-Erlangen-Schwabach",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gemeinnütziges ""Solarenergie- Informations- und Demonstrationszentrum (SOLID)"" GmbH Nürnberg-Fürth-Erlangen- Schwabach",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,solid gemeinnützige GmbH,,,,,,,,,,,,,,,,,,,,,,,,
Storchennest Alles für Mutter und Kind GmbH,2501376,2018-06-23T04:01:11Z,M1103_HRB4064,de/M1103_HRB4064,removed,de,"c/o Katja Mameli, Adlergasse 60, 64372 Ober-Ramstadt.",c/o Katja Mameli,Adlergasse,"60, 64372 Ober-Ramstadt.",Darmstadt,HRB,Hesse,4064,Darmstadt HRB 4064,Mühltal,,,false,true,true,true,false,true,true,,,Christel : Mameli-Frankenstein,person,Liquidator,,2015-01-07,Christel,: Mameli-Frankenstein,Mühltal,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christel : Mameli-Frankenstein,person,Liquidator,2014-03-20,,Christel,: Mameli-Frankenstein,Mühltal,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STÖHR Profilsysteme GmbH,2501380,2018-06-23T04:01:11Z,M1809_HRB4064,de/M1809_HRB4064,removed,de,Rodaer Str.,Rodaer Str.,,,Marburg,HRB,Hesse,4064,Marburg HRB 4064,Rosenthal,,,false,true,true,true,false,true,true,,,Kurt : Stöhr,person,Liquidator,2012-08-07,,Kurt,: Stöhr,Rosenthal,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christou UG (haftungsbeschränkt) & Co. KG,2501435,2018-06-23T04:02:41Z,D3201V_HRA4065,de/D3201V_HRA4065,removed,de,Krankenhausstr.,Krankenhausstr.,,,Ansbach,HRA,Bavaria,4065,Ansbach HRA 4065,Weißenburg,,,false,true,true,false,false,true,true,,,"Christou Verwaltungs UG (haftungsbeschränkt), Weißenburg (Amtsgericht Ansbach HRB 6241).",company,Persönlich haftender Gesellschafter,2016-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Messepark Leipzig-Markkleeberg -agradruck- Druckereibetriebsgesellschaft mbH,2501546,2018-06-23T04:02:41Z,U1308_HRB4065,de/U1308_HRB4065,removed,de,"c/o Gerhard Pfau, Walter-Markov-Ring 108, 04288 Leipzig.",c/o Gerhard Pfau,Walter-Markov-Ring,"108, 04288 Leipzig.",Leipzig,HRB,Saxony,4065,Leipzig HRB 4065,Leipzig,,,false,true,true,true,false,true,true,,,Gerhard Pfau,person,Liquidator,2010-02-11,,Gerhard,Pfau,Leipzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schotterwerk Westereiden GmbH & Co. KG,2501761,2018-06-23T04:04:05Z,R2809_HRA4066,de/R2809_HRA4066,currently registered,de,Erwitter Landstr.,Erwitter Landstr.,,,Paderborn,HRA,North Rhine-Westphalia,4066,Paderborn HRA 4066,Anröchte,,,true,true,true,false,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stadtwerke Löbau GmbH,2501768,2018-06-23T04:04:05Z,U1104_HRB4066,de/U1104_HRB4066,currently registered,de,Georgewitzer Str.,Georgewitzer Str.,,,Dresden,HRB,Saxony,4066,Dresden HRB 4066,Löbau,,,true,true,true,true,true,true,true,,,Jana Otto,person,Prokurist,,2014-01-07,Jana,Otto,Neugersdorf,true,,,,,Stadtversorgung Löbau GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Berthold,person,Geschäftsführer,,2015-01-19,Andreas,Berthold,Löbau,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Berthold,person,Geschäftsführer,2014-01-07,,Andreas,Berthold,Löbau,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jana Otto,person,Geschäftsführer,2014-01-07,,Jana,Otto,Ebersbach-Neugersdorf,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joachim Neumann,person,Geschäftsführer,2015-01-19,,Joachim,Neumann,Schönau-Berzdorf a.d.Eigen,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joachim Neumann,person,Geschäftsführer,2016-05-23,,Joachim,Neumann,Schönau-Berzdorf a.d.Eigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atex GmbH Maschinenexport,2501806,2018-06-23T04:05:35Z,M1706_HRB4067,de/M1706_HRB4067,removed,de,Mainzer Str.,Mainzer Str.,,,Limburg,HRB,Hesse,4067,Limburg HRB 4067,Dornburg,,,false,true,true,false,false,true,true,,,Waldemar Arlt,person,Geschäftsführer,,2008-04-17,Waldemar,Arlt,Dornburg,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthias : Adam,person,Liquidator,,2009-06-29,Matthias,: Adam,Montabaur,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matthias Adam,person,Liquidator,2008-04-17,,Matthias,Adam,Montabaur,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waldemar Arlt,person,Geschäftsführer,2007-03-20,,Waldemar,Arlt,Dornburg,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waldemar Arlt,person,Liquidator,2009-06-29,,Waldemar,Arlt,Dornburg,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berthold Klöckner e.K. Heizung-Sanitär-Klima Inhaber Frank Weyer,2501811,2018-06-23T04:05:35Z,T2214V_HRA4067,de/T2214V_HRA4067,currently registered,de,Walzwerkstr.,Walzwerkstr.,,,Montabaur,HRA,Rhineland-Palatinate,4067,Montabaur HRA 4067,Selbach-Brunken,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blumen Steul e.K., Inh. Juliane Görig",2501817,2018-06-23T04:05:35Z,M1502_HRA4067,de/M1502_HRA4067,removed,de,Bahnhofstr.,Bahnhofstr.,,,Hanau,HRA,Hesse,4067,Hanau HRA 4067,Maintal,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,Aalsmeer-Blumen (Blumen-Steul) Ingrid Steul,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aalsmeer-Blumen (Blumen-Steul),,,,,,,,,,,,,,,,,,,,,,,,
Blumen-Schmid GmbH,2501818,2018-06-23T04:05:35Z,M1607_HRB4067,de/M1607_HRB4067,currently registered,de,Spiekershäuser-Str.,Spiekershäuser-Str.,,,Kassel,HRB,Hesse,4067,Kassel HRB 4067,Kassel,,,true,true,true,true,true,true,true,,,Carsten Schmid,person,Geschäftsführer,,2018-02-14,Carsten,Schmid,Kassel,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabine Schmid,person,Geschäftsführer,2018-02-14,,Sabine,Schmid,Kassel,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sabine Schmidt,person,Geschäftsführer,2018-02-14,,Sabine,Schmidt,Kassel,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dentalstudio ""Eckzahn""  Teschinsky GmbH",2501832,2018-06-23T04:05:35Z,M1502_HRB4067,de/M1502_HRB4067,removed,de,Wilhelminenstr.,Wilhelminenstr.,,,Hanau,HRB,Hesse,4067,Hanau HRB 4067,Hanau,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,"Dentalstudio ""Eckzahn"" S & S GmbH",,,,,,,,,,,,,,,,,,,,,,,,
Hans-Jürgen Kohl Gesellschaft mit beschränkter Haftung,2501869,2018-06-23T04:05:35Z,R1202_HRB4067,de/R1202_HRB4067,currently registered,de,Emscherstr.,Emscherstr.,,,Duisburg,HRB,North Rhine-Westphalia,4067,Duisburg HRB 4067,Duisburg,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herlitz GmbH & Co. KG,2501877,2018-06-23T04:05:35Z,D4301V_HRA4067,de/D4301V_HRA4067,currently registered,de,Ernst-Moritz-Arndt-Str.,Ernst-Moritz-Arndt-Str.,,,Bayreuth,HRA,Bavaria,4067,Bayreuth HRA 4067,Eckersdorf,,,true,true,true,false,true,true,true,,,"Herlitz Verwaltungs GmbH, Eckersdorf (Amtsgericht Bayreuth HRB 5944), mit der Befugnis - auch für die jeweiligen Geschäftsführer -, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2014-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J L-Papierhandels GmbH,2501896,2018-06-23T04:05:35Z,R2103_HRB4067,de/R2103_HRB4067,removed,de,Kahlertstr.,Kahlertstr.,,,Gütersloh,HRB,North Rhine-Westphalia,4067,Gütersloh HRB 4067,Gütersloh,,,false,true,true,true,false,true,true,,,Jan Lehrke,person,Geschäftsführer,,2010-08-02,Jan,Lehrke,Gütersloh,true,,,,,L-Papierhandels GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Lehrke,person,Liquidator,2010-08-02,,Jan,Lehrke,Gütersloh,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,Lehrke GmbH,,,,,,,,,,,,,,,,,,,,,,,,
ZAWI Bauelemente Vertriebsgesellschaft mbH,2501980,2018-06-23T04:05:35Z,P1103_HRB4067,de/P1103_HRB4067,currently registered,de,Illerstr.,Illerstr.,,,Braunschweig,HRB,Lower Saxony,4067,Braunschweig HRB 4067,Braunschweig,,,true,true,true,true,false,true,true,,,Richard : Zawistowski,person,Liquidator,2016-04-08,,Richard,: Zawistowski,Braunschweig,,,,,,ZAWI Bauelemente Vertriebsgesellschaff mbH,,,,,,,,,,,,,,,,,,,,,,,,
Beutel - Service GmbH,2502005,2019-01-30T23:27:45Z,W1215_HRB4068,de/W1215_HRB4068,currently registered,de,Dorfstr.,Dorfstr.,,,Stendal,HRB,Saxony-Anhalt,4068,Stendal HRB 4068,Arendsee (Altmark),,,true,true,true,false,true,true,false,,,Michael : Beutel,person,Liquidator,2019-01-22,,Michael,: Beutel,Arendsee (Altmark) OT Rademin,,,,,,Beutel - Service & Montage GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Beutel,person,Geschäftsführer,2011-07-18,,Michael,Beutel,Arendsee (Altmark) OT Rademin,,sole representation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insitu KG,2502087,2018-06-23T04:06:58Z,D3201V_HRA4068,de/D3201V_HRA4068,currently registered,de,Jüdtstr.,Jüdtstr.,,,Ansbach,HRA,Bavaria,4068,Ansbach HRA 4068,Ansbach,,,true,true,true,false,true,true,true,,,Ronald Doctor Berndt,person,Persönlich haftender Gesellschafter,2016-04-11,,Ronald,Doctor Berndt,Ansbach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICHAEL SCHULZ - Immobilien Treuhand und Beratung e.K.,2502113,2018-06-23T04:06:58Z,D4401V_HRA4068,de/D4401V_HRA4068,currently registered,de,Löwenstr.,Löwenstr.,,,Coburg,HRA,Bavaria,4068,Coburg HRA 4068,Coburg,,,true,true,true,true,true,true,true,,,"CFF BETEILIGUNGS GmbH, Coburg (AG Coburg HRB 3695).",company,Persönlich haftender Gesellschafter,,2011-09-08,,,,true,,,,,Financial Partner Gesellschaft für Unternehmensfinanzierung und Beratung mbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CFF BETEILIGUNGS GmbH, Coburg (AG Coburg HRB 3695), mit der Befugnis, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2010-01-19,,,,,,,,,,MICHAEL SCHULZ - Immobilien Treuhand und Beratung GmbH & Co. KG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Schulz,person,Inhaber,2011-09-08,,Michael,Schulz,Coburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tennisanlage Roxel Lise-Meitner-Straße GmbH & Co. KG,2502146,2018-06-23T04:06:58Z,R2713_HRA4068,de/R2713_HRA4068,currently registered,de,Lise-Meitner-Str.,Lise-Meitner-Str.,,,Münster,HRA,North Rhine-Westphalia,4068,Münster HRA 4068,Münster,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bild + ton GmbH,2502196,2018-06-23T04:08:16Z,P1103_HRB4069,de/P1103_HRB4069,removed,de,Stobenstr.,Stobenstr.,,,Braunschweig,HRB,Lower Saxony,4069,Braunschweig HRB 4069,Braunschweig,,,false,true,true,true,false,true,true,,,Jürgen Odendal,person,Prokurist,,2014-07-14,Jürgen,Odendal,Braunschweig,true,,,,,Bild + Ton H.-J. Wengel GmbH,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jürgen Odendal,person,Liquidator,2014-07-14,,Jürgen,Odendal,Braunschweig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAFE Wach- und Sicherheitsunternehmen GmbH,2502317,2018-06-23T04:08:16Z,X1517R_HRB4069NM,de/X1517R_HRB4069NM,currently registered,de,Segeberger Str.,Segeberger Str.,,,Kiel,HRB,Schleswig-Holstein,4069,Kiel HRB 4069 NM,Neumünster,,NM,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
