_ - name,_ - _line,_ - retrieved_at,_ - company_number,cp_number_wikidata,_ - current_status,_ - jurisdiction_code,_ - registered_address,street,postal_code,city,_ - all_attributes - registrar,_ - all_attributes - _registerArt,_ - all_attributes - federal_state,_ - all_attributes - _registerNummer,_ - all_attributes - native_company_number,_ - all_attributes - registered_office,_ - all_attributes - former_registrar,_ - all_attributes - _registerNummerSuffix,_ - all_attributes - additional_data - AD,_ - all_attributes - additional_data - CD,_ - all_attributes - additional_data - DK,_ - all_attributes - additional_data - HD,_ - all_attributes - additional_data - SI,_ - all_attributes - additional_data - UT,_ - all_attributes - additional_data - VÖ,_ - all_attributes - additional_data - ,_ - all_attributes - additional_data - Note:,_ - officers - _ - name,_ - officers - _ - type,_ - officers - _ - position,_ - officers - _ - start_date,_ - officers - _ - end_date,_ - officers - _ - other_attributes - firstname,_ - officers - _ - other_attributes - lastname,_ - officers - _ - other_attributes - city,_ - officers - _ - other_attributes - dismissed,_ - officers - _ - other_attributes - flag,_ - officers - _ - other_attributes - reference_no,_ - officers - _ - other_attributes - title,_ - officers - _ - other_attributes - maidenname,_ - previous_names - _ - company_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eberhard Wadewitz,person,Prokurist,,2008-07-14,Eberhard,Wadewitz,Neukirch,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Wendler,person,Geschäftsführer,2005-01-27,,Andreas,Wendler,Bischofswerda,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heike Preusche,person,Prokurist,2011-04-13,,Heike,Preusche,Bischofswerda,,,,,,
OFTEC Handelsgesellschaft für Oberflächentechnik mbH,2301334,2018-06-22T05:36:14Z,R2507_HRB3102,de/R2507_HRB3102,currently registered,de,Drechslerstr.,Drechslerstr.,,,Gelsenkirchen,HRB,North Rhine-Westphalia,3102,Gelsenkirchen HRB 3102,Gelsenkirchen,,,true,true,true,true,true,true,true,,,Leroy Jesko Streck,person,Prokurist,2016-07-20,,Leroy Jesko,Streck,Gelsenkirchen,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Susanne Streck,person,Prokurist,2014-06-30,,Susanne,Streck,Gelsenkirchen,,,,,,
Panier-Pappenerzeugnisse Handelsgesellschaft mbH,2301340,2018-06-22T05:36:14Z,R3103_HRB3102,de/R3103_HRB3102,currently registered,de,Kölner Str.,Kölner Str.,,,Düren,HRB,North Rhine-Westphalia,3102,Düren HRB 3102,Schleiden (Eifel),,,true,true,true,true,true,true,true,,,Martin Uhlmann,person,Geschäftsführer,,2016-12-08,Martin,Uhlmann,Schleiden,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Uhlmann,person,Geschäftsführer,2016-12-08,,Andreas,Uhlmann,Heimbach-Hergarten,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detlef Hahn,person,Geschäftsführer,2016-12-08,,Detlef,Hahn,Kall-Dottel,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
Schöning Elektro- und Kommunikationstechnik GmbH,2301375,2018-06-22T05:36:14Z,X1721R_HRB3102AH,de/X1721R_HRB3102AH,currently registered,de,Hamburger Str.,Hamburger Str.,,,Lübeck,HRB,Schleswig-Holstein,3102,Lübeck HRB 3102 AH,Bargteheide,,AH,true,true,true,true,true,true,true,,,Peter Schöning,person,Geschäftsführer,2016-07-07,,Peter,Schöning,Ahrensburg,,Elektromeister,,,,
Fredeburger Getränke Vertriebsgesellschaft mbH & Co. Kommanditgesellschaft,2301479,2018-06-22T05:37:32Z,R1901_HRA3103,de/R1901_HRA3103,removed,de,Bahnhofstr.,Bahnhofstr.,,,Arnsberg,HRA,North Rhine-Westphalia,3103,Arnsberg HRA 3103,Schmallenberg,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,
Junker Malerbetrieb KG,2301533,2018-06-22T05:37:32Z,D3101V_HRA3103,de/D3101V_HRA3103,currently registered,de,Schwarzerbergstr.,Schwarzerbergstr.,,,Amberg,HRA,Bavaria,3103,Amberg HRA 3103,Maxhütte-Haidhof,,,true,true,true,false,true,true,true,,,Oliver Eibl,person,Prokurist,2011-07-19,,Oliver,Eibl,Amberg,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rico Junker,person,Persönlich haftender Gesellschafter,2011-07-19,,Rico,Junker,Maxhütte-Haidhof,,,,,,
Breker OHG,2301611,2019-01-30T17:13:54Z,R2201_HRA3103,de/R2201_HRA3103,currently registered,de,Weberstr.,Weberstr.,,,Bochum,HRA,North Rhine-Westphalia,3103,Bochum HRA 3103,Bochum,,,true,true,true,true,true,true,false,,,Jork Kadura,person,Inhaber,,2019-01-02,Jork,Kadura,Bochum,true,,,Apotheker,,Storchen-Apotheke Andreas Breker e.Kfm.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Breker,person,Inhaber,2019-01-02,,Andreas,Breker,Bochum,,,,,,Storchen-Apotheke Jork Kadura
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andreas Breker,person,Persönlich haftender Gesellschafter,2019-01-02,,Andreas,Breker,Bochum,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franz-Josef Breker,person,Persönlich haftender Gesellschafter,2019-01-02,,Franz-Josef,Breker,Bochum,,,,,,
Cybernetics Ventures GmbH,2301690,2018-06-22T05:38:49Z,D3101V_HRB3104,de/D3101V_HRB3104,currently registered,de,Balanstr.,Balanstr.,,,Amberg,HRB,Bavaria,3104,Amberg HRB 3104,Amberg,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Pierre-Alain Cotte GmbH
Luisenburg Lifestyle GmbH,2301787,2018-06-22T05:38:49Z,D4501V_HRB3104,de/D4501V_HRB3104,removed,de,Bahnhofstr.,Bahnhofstr.,,,Hof,HRB,Bavaria,3104,Hof HRB 3104,Neufahrn b. Freising,,,false,true,false,true,false,true,true,,,Horst Hoffmann,person,Geschäftsführer,,2008-07-16,Horst,Hoffmann,Weißenstadt,true,,,,,Palais von Lindenfels GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas König,person,Geschäftsführer,,2010-12-30,Thomas,König,Wunsiedel,true,,,,,WORLD DATA SYSTEMS GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julia König,person,Geschäftsführer,2010-12-30,,Julia,König,Wunsiedel,,sole representation,,,,World Data Tours & Marketing GmbH
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas König,person,Prokurist,2010-12-30,,Thomas,König,Wunsiedel,,,,,,
Metzgerei Brigitte Schuhbauer e. K.,2301793,2018-06-22T05:38:49Z,D3101V_HRA3104,de/D3101V_HRA3104,removed,de,Bischof-Krautbauer-Str.,Bischof-Krautbauer-Str.,,,Amberg,HRA,Bavaria,3104,Amberg HRA 3104,Bruck,,,false,true,true,false,false,true,true,,,Brigitte Schuhbauer,person,Inhaber,2011-07-21,,Brigitte,Schuhbauer,Bruck,,,,,,
Volland GmbH,2301864,2018-06-22T05:38:49Z,D3304V_HRB3104,de/D3304V_HRB3104,removed,de,Fürther Str.,Fürther Str.,,,Fürth,HRB,Bavaria,3104,Fürth HRB 3104,Erlangen Ortsteil Bruck,,,false,true,true,true,false,true,true,,,,,,,,,,,,,,,,
Zarabski & Peimann GmbH,2301873,2018-06-22T05:38:49Z,H1101_H1102_HRB3104,de/H1101_H1102_HRB3104,currently registered,de,Grashoffstr.,Grashoffstr.,,,Bremen,HRB,Bremen,3104,Bremen früher Bremerhaven HRB 3104,Bremerhaven,Bremerhaven,,true,true,true,true,true,true,true,,,Uwe Peimann,person,Geschäftsführer,,2018-10-24,Uwe,Peimann,,true,,2,,,
Bayreuther Medien GmbH,2301904,2018-06-22T05:40:06Z,D4301V_HRB3105,de/D4301V_HRB3105,removed,de,Theodor-Schmidt-Str.,Theodor-Schmidt-Str.,,,Bayreuth,HRB,Bavaria,3105,Bayreuth HRB 3105,Bayreuth,,,false,true,true,true,false,true,true,,,Gert-Dieter Meier,person,Geschäftsführer,,2009-01-20,Gert-Dieter,Meier,Bayreuth,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joachim Oppold,person,Liquidator,2013-01-07,,Joachim,Oppold,Bayreuth,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joachim Oppold,person,Liquidator,2013-03-07,,Joachim,Oppold,Bayreuth,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markus Spona,person,Geschäftsführer,2009-01-20,,Markus,Spona,Creußen,,sole representation,,,,
Schmidt & Wifling GmbH & Co. KG,2302059,2018-06-22T05:40:06Z,D3101V_HRA3105,de/D3101V_HRA3105,currently registered,de,Regensburger Str.,Regensburger Str.,,,Amberg,HRA,Bavaria,3105,Amberg HRA 3105,Amberg,,,true,true,true,false,true,true,true,,,Marco Norbert Preischl,person,Prokurist,2017-08-09,,Marco Norbert,Preischl,Amberg,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schmidt & Wifling Verwaltungs GmbH, Amberg (Amtsgericht Amberg HRB 4837).",company,Persönlich haftender Gesellschafter,2011-07-21,,,,,,,,,,
Schmidt Verwaltungs-GmbH,2302061,2018-06-22T05:40:06Z,D3304V_HRB3105,de/D3304V_HRB3105,currently registered,de,Mühltalstr.,Mühltalstr.,,,Fürth,HRB,Bavaria,3105,Fürth HRB 3105,Fürth,,,true,true,true,true,true,true,true,,,Hans Georg Schmidt,person,Geschäftsführer,,2017-01-17,Hans Georg,Schmidt,Fürth,true,,,Kaufmann,,
Wachsmuth Parkett GmbH,2302090,2018-06-22T05:40:06Z,R2108_HRB3105,de/R2108_HRB3105,currently registered,de,Besebrucher Str.,Besebrucher Str.,,,Bad Oeynhausen,HRB,North Rhine-Westphalia,3105,Bad Oeynhausen HRB 3105,Bad Oeynhausen,,,true,true,true,true,true,true,true,,,Uwe Wachsmuth,person,Geschäftsführer,,2013-01-18,Uwe,Wachsmuth,Bad Oeynhausen,true,,,,,
Airjet Ingenieurgesellschaft mbH & Co. KG,2302112,2018-06-22T05:41:23Z,R3103_HRA3106,de/R3103_HRA3106,currently registered,de,St. Sebastianusstr.,St. Sebastianusstr.,,,Düren,HRA,North Rhine-Westphalia,3106,Düren HRA 3106,Merzenich,,,true,true,true,false,true,true,true,,,"Airjet Verwaltungs-GmbH, Merzenich (Amtsgericht Düren HRB 5848), mit der Befugnis im Namen der Gesellschaft mit sich als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2010-07-12,,,,,,,,,,
AMIRO Baubetreuungs-GmbH,2302118,2018-06-22T05:41:23Z,D2910V_HRB3106,de/D2910V_HRB3106,currently registered,de,Eichbichlstr.,Eichbichlstr.,,,Traunstein,HRB,Bavaria,3106,Traunstein HRB 3106,Stephanskirchen,,,true,true,true,true,true,true,true,,,Manfred Doctor Griehl,person,Geschäftsführer,,2015-11-17,Manfred,Doctor Griehl,Stephanskirchen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerlinde Willmann,person,Geschäftsführer,2007-09-10,,Gerlinde,Willmann,Stephanskirchen,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manfred Doctor Griehl,person,Geschäftsführer,2007-05-21,,Manfred,Doctor Griehl,Stephanskirchen,,sole representation,,,,
Autohaus Peter Beckmann GmbH & Co KG,2302122,2018-06-22T05:41:23Z,X1721R_HRA3106AH,de/X1721R_HRA3106AH,currently registered,de,Vorburgstr.,Vorburgstr.,,,Lübeck,HRA,Schleswig-Holstein,3106,Lübeck HRA 3106 AH,Trittau,,AH,true,true,true,true,true,true,true,,,Franziska Hansen,person,Prokurist,2013-11-21,,Franziska,Hansen,Trittau,,,1,,,
Fielmann AG & Co. KG,2302188,2018-06-22T05:41:23Z,R2507_HRA3106,de/R2507_HRA3106,currently registered,de,Lippestr.,Lippestr.,,,Gelsenkirchen,HRA,North Rhine-Westphalia,3106,Gelsenkirchen HRA 3106,Dorsten,,,true,true,true,true,true,true,true,,,"Fielmann Finanzservice GmbH (früher: Fielmann-Optic GmbH), Hamburg (Amtsgericht Hamburg HRB 30823).",company,Persönlich haftender Gesellschafter,,2012-01-05,,,,true,,,,,Fielmann AG & Co.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fielmann Aktiengesellschaft, Hamburg (Amtsgericht Hamburg HRB 56098).",company,Persönlich haftender Gesellschafter,2012-01-05,,,,,,,,,,fielmann Fielmann GmbH & Co
Bavaria Grundinvest GmbH,2302363,2018-06-22T05:42:41Z,D3508V_HRB3107,de/D3508V_HRB3107,removed,de,Johann-Firlbeck-Str.,Johann-Firlbeck-Str.,,,Weiden i. d. OPf.,HRB,Bavaria,3107,Weiden i. d. OPf. HRB 3107,"Atting, Ortsteil Rinkam",,,false,true,true,false,false,true,true,,,Eva geborene Királyová Griebel,person,Geschäftsführer,,2006-11-24,Eva geborene Királyová,Griebel,Waldsassen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerhard Griebel,person,Geschäftsführer,,2007-03-20,Gerhard,Griebel,Waldsassen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eva geborene Királyová Griebel,person,Geschäftsführer,2006-10-05,,Eva geborene Királyová,Griebel,Waldsassen,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gerhard Griebel,person,Geschäftsführer,2006-11-24,,Gerhard,Griebel,Waldsassen,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karl-Heinz Heininger,person,Geschäftsführer,2006-11-10,,Karl-Heinz,Heininger,Landau/Isar,,,,,,
Herzing GmbH & Co. KG,2302439,2018-06-22T05:42:41Z,D3101V_HRA3107,de/D3101V_HRA3107,removed,de,Wernher-von-Braun-Str.,Wernher-von-Braun-Str.,,,Amberg,HRA,Bavaria,3107,Amberg HRA 3107,Amberg,,,false,true,true,false,false,true,true,,,"BlechTech Verwaltungs-GmbH, Amberg (AG Amberg HRB 4829).",company,Persönlich haftender Gesellschafter,2011-07-25,,,,,,,,,,
MOVista GmbH & Co. KG,2302489,2018-06-22T05:42:41Z,M1706_HRA3107,de/M1706_HRA3107,currently registered,de,Industriestr.,Industriestr.,,,Limburg,HRA,Hesse,3107,Limburg HRA 3107,Weinbach,,,true,true,true,false,true,true,true,,,"MOVista Verwaltungs-GmbH, Weinbach (Amtsgericht Limburg a.d. Lahn HRB 5299), einzelvertretungsberechtigt",company,Persönlich haftender Gesellschafter,2014-12-15,,,,,,,,,,
Ralf Weddige Elektrotechnik GmbH,2302510,2018-06-22T05:42:41Z,H1101_H1102_HRB3107,de/H1101_H1102_HRB3107,currently registered,de,Weserstr.,Weserstr.,,,Bremen,HRB,Bremen,3107,Bremen früher Bremerhaven HRB 3107,Bremerhaven,Bremerhaven,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
"""Clematis"" Blumen Cieslik GmbH",2302565,2018-06-22T05:43:59Z,T2210V_HRB3108,de/T2210V_HRB3108,removed,de,Römerstr.,Römerstr.,,,Koblenz,HRB,Rhineland-Palatinate,3108,Koblenz HRB 3108,Bad Ems,,,false,true,true,true,false,true,true,,,Sandra geborene Cieslik Klöckner,person,Liquidator,2009-05-22,,Sandra geborene Cieslik,Klöckner,Wirscheid,,sole representation,,,,Blumen Kuhlendahl GmbH.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Clematis"" Blumen Kuhlendahl GmbH."
Andreas Schaefer Pizza Service e.K.,2302572,2018-06-22T05:43:59Z,G1207_HRA3108,de/G1207_HRA3108,removed,de,Karl-Liebknecht-Str.,Karl-Liebknecht-Str.,,,Frankfurt/Oder,HRA,Brandenburg,3108,Frankfurt/Oder HRA 3108,Frankfurt (Oder),,,false,true,true,false,false,true,true,,,Andreas Inhaber:1) Schaefer,person,Inhaber,2013-09-24,,Andreas,Inhaber:1) Schaefer,Frankfurt (Oder),,,,,,
Autohaus Neukirchen GmbH,2302578,2018-06-22T05:43:59Z,D3101V_HRB3108,de/D3101V_HRB3108,removed,de,Renner-Seitz-Str.,Renner-Seitz-Str.,,,Amberg,HRB,Bavaria,3108,Amberg HRB 3108,Neukirchen,,,false,true,true,true,false,true,true,,,Neukirchen König Richilde,person,Geschäftsführer,,2005-08-31,Neukirchen,König Richilde,,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neukirchen König Hans,person,Geschäftsführer,2005-08-31,,Neukirchen,König Hans,einzelvertretungsberechtigt,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
BellandVision GmbH,2302585,2018-06-22T05:43:59Z,D4301V_HRB3108,de/D4301V_HRB3108,currently registered,de,Bahnhofstr.,Bahnhofstr.,,,Bayreuth,HRB,Bavaria,3108,Bayreuth HRB 3108,Pegnitz,,,true,true,true,true,true,true,true,,,Roland Belz,person,Geschäftsführer,,2008-02-20,Roland,Belz,Pottenstein,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicole Kösegi,person,Geschäftsführer,,2013-06-06,Nicole,Kösegi,Sinsheim,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver Groß,person,Geschäftsführer,,2018-06-04,Oliver,Groß,Wermelskirchen,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diana Uschkoreit,person,Prokurist,2015-06-26,,Diana,Uschkoreit,Schnabelwaid,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicole Kösegi,person,Geschäftsführer,2008-02-20,,Nicole,Kösegi,Sinsheim,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oliver Groß,person,Geschäftsführer,2015-06-30,,Oliver,Groß,Wermelskirchen,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Mehl,person,Geschäftsführer,2008-02-20,,Thomas,Mehl,Velbert-Neviges,,sole representation,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Mehl,person,Geschäftsführer,2015-06-30,,Thomas,Mehl,Velbert-Neviges,,sole representation,,,,
IMMO-Fondverwaltungsgesellschaft mit beschränkter Haftung,2302664,2018-06-22T05:43:59Z,D3410V_HRB3108,de/D3410V_HRB3108,removed,de,Hauptstr.,Hauptstr.,,,Regensburg,HRB,Bavaria,3108,Regensburg HRB 3108,Furth im Wald,,,false,true,true,true,false,true,true,,,Olga geborene Frank Grünig,person,Liquidator,2009-02-05,,Olga geborene Frank,Grünig,Furth im Wald,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ulrich Doctor Grünig,person,Liquidator,2009-02-05,,Ulrich,Doctor Grünig,Furth im Wald-Ränkam,,,,,,
Jakob Lach GmbH & Co. KG,2302675,2018-06-22T05:43:59Z,M1502_HRA3108,de/M1502_HRA3108,currently registered,de,Donaustr.,Donaustr.,,,Hanau,HRA,Hesse,3108,Hanau HRA 3108,Hanau,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Jakob Lach
MTZ Kopp GmbH,2302708,2018-06-22T05:43:59Z,M1602_HRB3108,de/M1602_HRB3108,currently registered,de,Leipziger Str.,Leipziger Str.,,,Eschwege,HRB,Hesse,3108,Eschwege HRB 3108,Hessisch Lichtenau,,,true,true,true,false,true,true,true,,,Leonhard Kopp,person,Geschäftsführer,2016-06-20,,Leonhard,Kopp,Hessisch Lichtenau,,mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
Rheinland-Pflege Düren GmbH & Co. KG,2302739,2018-06-22T05:43:59Z,R3103_HRA3108,de/R3103_HRA3108,currently registered,de,Dürener Str.,Dürener Str.,,,Düren,HRA,North Rhine-Westphalia,3108,Düren HRA 3108,Niederzier,,,true,true,true,false,true,true,true,,,"Rheinland-Pflege Verwaltungs GmbH, Düren (Amtsgericht Düren HRB 5895), mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2010-07-23,,,,,,,,,,
"Rustemeyer ""Windmarc"" Verwaltungsgesellschaft mbH",2302743,2018-06-22T05:43:59Z,R2809_HRB3108,de/R2809_HRB3108,currently registered,de,Lange Str.,Lange Str.,,,Paderborn,HRB,North Rhine-Westphalia,3108,Paderborn HRB 3108,Lichtenau,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
ARDENNE TEC GmbH,2302809,2018-06-22T05:45:22Z,U1104_HRB3109,de/U1104_HRB3109,currently registered,de,Zeppelinstr.,Zeppelinstr.,,,Dresden,HRB,Saxony,3109,Dresden HRB 3109,Dresden,,,true,true,true,true,true,true,true,,,Sebastian Wunderlich,person,Prokurist,,2015-09-03,Sebastian,Wunderlich,Dresden,true,,,,,ARDENNE TEC GmbH (Dresden)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Günter Wunderlich,person,Prokurist,2015-09-03,,Günter,Wunderlich,Dresden,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastian Wunderlich,person,Geschäftsführer,2015-09-03,,Sebastian,Wunderlich,Dresden,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sebastian Wunderlich,person,Prokurist,2013-01-18,,Sebastian,Wunderlich,Dresden,,,,,,
Baade-Putz GmbH & Co. KG,2302814,2018-06-22T05:45:22Z,N1308V_HRA3109,de/N1308V_HRA3109,currently registered,de,Düssiner Str.,Düssiner Str.,,,Schwerin,HRA,Mecklenburg-Western Pomerania,3109,Schwerin HRA 3109,Vellahn,,,true,true,true,false,true,true,true,,,Andrea Baade,person,Prokurist,2010-08-31,,Andrea,Baade,Vellahn-Melkof,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baade-Putz Verwaltungs GmbH, Vellahn (AG Schwerin HRB 10600).",company,Persönlich haftender Gesellschafter,2010-08-31,,,,,,,,,,
Erwin Hans Übler e.K.,2302842,2018-06-22T05:45:22Z,D3101V_HRA3109,de/D3101V_HRA3109,removed,de,Frechetsfeld Hs.Nr.,Frechetsfeld Hs.Nr.,,,Amberg,HRA,Bavaria,3109,Amberg HRA 3109,Birgland,,,false,true,true,false,false,true,true,,,Erwin Hans Übler,person,Inhaber,2011-08-05,,Erwin Hans,Übler,Birgland,,,,,,
Karl Heinrich Bruch GmbH,2302899,2018-06-22T05:45:22Z,R2909_HRB3109,de/R2909_HRB3109,currently registered,de,Heimhofstr.,Heimhofstr.,,,Siegen,HRB,North Rhine-Westphalia,3109,Siegen HRB 3109,Burbach,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,
Kissel Verlag GmbH,2302902,2018-06-22T05:45:22Z,M1706_HRB3109,de/M1706_HRB3109,removed,de,Weilburger Str.,Weilburger Str.,,,Limburg,HRB,Hesse,3109,Limburg HRB 3109,Beselich,,,false,true,true,true,false,true,true,,,Christof Heymann,person,Prokurist,,2010-01-21,Christof,Heymann,Beselich,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolfgang Kissel,person,Geschäftsführer,,2010-01-21,Wolfgang,Kissel,Beselich,true,,,Kaufmann,,
Loher Feuerwerke & Eventtechnik e.K.,2302916,2018-06-22T05:45:22Z,D4301V_HRA3109,de/D4301V_HRA3109,currently registered,de,Beethovenstr.,Beethovenstr.,,,Bayreuth,HRA,Bavaria,3109,Bayreuth HRA 3109,Bayreuth,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Loher Electronics e.K.
PB-Bau Bodentechnik GmbH,2302948,2018-06-22T05:45:22Z,W1215_HRB3109,de/W1215_HRB3109,currently registered,de,Dorfstr.,Dorfstr.,,,Stendal,HRB,Saxony-Anhalt,3109,Stendal HRB 3109,Arendsee (Altmark),,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,Paul Brzezicha Bauwerk-Instandsetzung GmbH
PA.COTTE GmbH,2303170,2018-06-22T05:46:41Z,D3101V_HRB3110,de/D3101V_HRB3110,currently registered,de,Balanstr.,Balanstr.,,,Amberg,HRB,Bavaria,3110,Amberg HRB 3110,Amberg,,,true,true,true,true,true,true,true,,,,,,,,,,,,,,,,PA Cotte II GmbH
Tchorzewski KG,2303209,2018-06-22T05:46:41Z,R3103_HRA3110,de/R3103_HRA3110,currently registered,de,Kreuzauer Str.,Kreuzauer Str.,,,Düren,HRA,North Rhine-Westphalia,3110,Düren HRA 3110,Düren,,,true,true,true,false,true,true,true,,,Sylwester Tchorzewski,person,Persönlich haftender Gesellschafter,2010-08-04,,Sylwester,Tchorzewski,Oledy/Polen,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
Weinhandel Marika Jahn e.K.,2303235,2018-06-22T05:46:41Z,G1207_HRA3110,de/G1207_HRA3110,removed,de,Dresdener Str.,Dresdener Str.,,,Frankfurt/Oder,HRA,Brandenburg,3110,Frankfurt/Oder HRA 3110,Frankfurt (Oder),,,false,true,true,false,false,true,true,,,Marika Inhaber:1) Jahn,person,Inhaber,2013-10-01,,Marika,Inhaber:1) Jahn,Müllrose,,,,,,
Consulting Sören Lorenz e.K.,2303284,2018-06-22T05:47:59Z,W1215_HRA3111,de/W1215_HRA3111,removed,de,Göhritzer Str.,Göhritzer Str.,,,Stendal,HRA,Saxony-Anhalt,3111,Stendal HRA 3111,Barnstädt,,,false,true,false,false,false,true,true,,,Sören Lorenz,person,Inhaber,2011-02-09,,Sören,Lorenz,Barnstädt,,,,,,
Foto B. Walter GmbH,2303311,2018-06-22T05:47:59Z,R3101_HRB3111,de/R3101_HRB3111,removed,de,Maarstr.,Maarstr.,,,Aachen,HRB,North Rhine-Westphalia,3111,Aachen HRB 3111,Baesweiler,,,false,true,true,true,false,true,true,,,Bernhard Walter,person,Geschäftsführer,,2009-09-28,Bernhard,Walter,Baesweiler,true,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elisabeth Anna Walter,person,Liquidator,2009-09-28,,Elisabeth Anna,Walter,Baesweiler,,einzelvertretungsberechtigt mit der Befugnis im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen,,,,
Jörg Hofmann Druckerei GmbH & Co. KG,2303363,2018-06-22T05:47:59Z,D4301V_HRA3111,de/D4301V_HRA3111,currently registered,de,Bayreuther Str.,Bayreuther Str.,,,Bayreuth,HRA,Bavaria,3111,Bayreuth HRA 3111,Mistelgau,,,true,true,true,true,true,true,true,,,"Jörg Hofmann Verwaltungsgesellschaft mbH, Mistelgau (AG Bayreuth HRB 4856), mit der Befugnis - auch für die jeweiligen Geschäftsführer -, im Namen der Gesellschaft mit sich im eigenen Namen oder als Vertreter eines Dritten Rechtsgeschäfte abzuschließen.",company,Persönlich haftender Gesellschafter,2009-04-09,,,,,,,,,,Hofmann Druck - Werbung - Medien e.K.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jörg Hofmann,person,Inhaber,2009-04-09,,Jörg,Hofmann,Mistelgau,,,,,,
